clave,tipo,archivo,linea,texto_original,texto_con_marcadores,tiene_interpolacion,nota
settings-page.solo-artista,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,257,Solo artista,Solo artista,no,
settings-page.solo-titulo-recomendado,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,263,Solo el título (recomendado),Solo el título (recomendado),no,
settings-page.texto,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,409,↑,↑,no,
settings-page.texto-2,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,413,↓,↓,no,
settings-page.titulo-album,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,269,Título - Álbum,Título - Álbum,no,
settings-page.titulo-artista,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,267,Título - Artista,Título - Artista,no,
settings-page.todavia-agregaste-ninguna-excepcion,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,303,Todavía no agregaste ninguna excepción.,Todavía no agregaste ninguna excepción.,no,
settings-page.todavia-vinculaste-ninguna-carpeta,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,208,Todavía no vinculaste ninguna carpeta.,Todavía no vinculaste ninguna carpeta.,no,
settings-page.todo-video-se-convierte-mpeg-1,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,367,"Todo video se convierte a MPEG-1/2 de 320×240 al sincronizar: es el único formato que el iPod con Aura reproduce a velocidad completa (su chip de 2007 no decodifica H.264 ni formatos modernos). No es una preferencia, es una limitación real del hardware, así que aquí no hay nada que elegir.","Todo video se convierte a MPEG-1/2 de 320×240 al sincronizar: es el único formato que el iPod con Aura reproduce a velocidad completa (su chip de 2007 no decodifica H.264 ni formatos modernos). No es una preferencia, es una limitación real del hardware, así que aquí no hay nada que elegir.",no,
settings-page.version-hd-640-px,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,328,Versión HD (640 px),Versión HD (640 px),no,
settings-page.video,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,29,Video,Video,no,
settings-page.wav-aiff-siempre-se-convierten,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,168,WAV y AIFF siempre se convierten,WAV y AIFF siempre se convierten,no,
shell-page.actualizacion-aura-studio,XAML,studio/windows/AuraStudio.App/Views/ShellPage.xaml,163,Actualización de Aura Studio,Actualización de Aura Studio,no,
shell-page.descargar,XAML,studio/windows/AuraStudio.App/Views/ShellPage.xaml,167,Descargar,Descargar,no,
shell-page.esta-biblioteca-viene-version-anterior,XAML,studio/windows/AuraStudio.App/Views/ShellPage.xaml,190,Esta biblioteca viene de una versión anterior,Esta biblioteca viene de una versión anterior,no,
shell-page.migrar-biblioteca,XAML,studio/windows/AuraStudio.App/Views/ShellPage.xaml,193,Migrar biblioteca,Migrar biblioteca,no,
shell-page.ver-hay-nuevo,XAML,studio/windows/AuraStudio.App/Views/ShellPage.xaml,174,Ver qué hay de nuevo,Ver qué hay de nuevo,no,
similar-items-page.aura-studio-busca-canciones-fotos-videos,XAML,studio/windows/AuraStudio.App/Views/SimilarItemsPage.xaml,19,"Aura Studio busca canciones, fotos y videos que parezcan repetidos. No borra ni cambia nada por su cuenta: aquí ves por qué los juntó y decides tú.","Aura Studio busca canciones, fotos y videos que parezcan repetidos. No borra ni cambia nada por su cuenta: aquí ves por qué los juntó y decides tú.",no,
similar-items-page.buscar,XAML,studio/windows/AuraStudio.App/Views/SimilarItemsPage.xaml,22,Buscar,Buscar,no,
similar-items-page.conservar-solo-este,XAML,studio/windows/AuraStudio.App/Views/SimilarItemsPage.xaml,69,Conservar solo este,Conservar solo este,no,
similar-items-page.elementos-parecidos,XAML,studio/windows/AuraStudio.App/Views/SimilarItemsPage.xaml,17,Elementos parecidos,Elementos parecidos,no,
similar-items-page.son-lo-mismo,XAML,studio/windows/AuraStudio.App/Views/SimilarItemsPage.xaml,84,No son lo mismo,No son lo mismo,no,
similar-items-page.unificar-metadata,XAML,studio/windows/AuraStudio.App/Views/SimilarItemsPage.xaml,81,Unificar la metadata,Unificar la metadata,no,
similar-items-page.volver-mostrar-descartados,XAML,studio/windows/AuraStudio.App/Views/SimilarItemsPage.xaml,99,Volver a mostrar los descartados,Volver a mostrar los descartados,no,
songs-page.completar-linea,XAML,studio/windows/AuraStudio.App/Views/SongsPage.xaml,60,Completar en línea,Completar en línea,no,
songs-page.elementos-parecidos,XAML,studio/windows/AuraStudio.App/Views/SongsPage.xaml,57,Elementos parecidos,Elementos parecidos,no,
songs-page.xaml.cambiar-nombre,ContentDialog,studio/windows/AuraStudio.App/Views/SongsPage.xaml.cs,541,Cambiar nombre,Cambiar nombre,no,
songs-page.xaml.cancelar,ContentDialog,studio/windows/AuraStudio.App/Views/SongsPage.xaml.cs,557,Cancelar,Cancelar,no,
songs-page.xaml.guardar,ContentDialog,studio/windows/AuraStudio.App/Views/SongsPage.xaml.cs,556,Guardar,Guardar,no,
sync-view-model.conecta-selecciona-ipod-antes-continuar,StatusMessage,studio/windows/AuraStudio.App/ViewModels/SyncViewModel.cs,332,Conecta y selecciona un iPod antes de continuar.,Conecta y selecciona un iPod antes de continuar.,no,
sync-view-model.este-ipod-esta-ejecutando-aura-instala,StatusMessage,studio/windows/AuraStudio.App/ViewModels/SyncViewModel.cs,338,Este iPod no está ejecutando Aura. Instala Aura antes de sincronizar.,Este iPod no está ejecutando Aura. Instala Aura antes de sincronizar.,no,
sync-view-model.revisa-cambios-antes-sincronizar,StatusMessage,studio/windows/AuraStudio.App/ViewModels/SyncViewModel.cs,63,Revisa los cambios antes de sincronizar.,Revisa los cambios antes de sincronizar.,no,
sync-view-model.revision-cancelada,StatusMessage,studio/windows/AuraStudio.App/ViewModels/SyncViewModel.cs,128,Revisión cancelada.,Revisión cancelada.,no,
sync-view-model.sincronizacion-cancelada,StatusMessage,studio/windows/AuraStudio.App/ViewModels/SyncViewModel.cs,161,Sincronización cancelada.,Sincronización cancelada.,no,
themes-page.activar,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,54,Activar,Activar,no,
themes-page.aura-studio-arma-paquete-desde-carpeta,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,73,Aura Studio arma el paquete desde una carpeta de assets ya generados con el design-system del firmware (fuentes .fnt y máscaras de íconos). No convierte fuentes ni íconos de tu computadora.,Aura Studio arma el paquete desde una carpeta de assets ya generados con el design-system del firmware (fuentes .fnt y máscaras de íconos). No convierte fuentes ni íconos de tu computadora.,no,
themes-page.autor,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,83,Autor,Autor,no,
themes-page.cambia-como-se-ve-aura-ipod,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,17,Cambia cómo se ve Aura en tu iPod,Cambia cómo se ve Aura en tu iPod,no,
themes-page.compartir,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,56,Compartir…,Compartir…,no,
themes-page.construir-e-instalar,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,93,Construir e instalar,Construir e instalar,no,
themes-page.construir-tema,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,72,Construir un tema,Construir un tema,no,
themes-page.elegir-carpeta,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,77,Elegir carpeta…,Elegir carpeta…,no,
themes-page.eliminar,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,58,Eliminar,Eliminar,no,
themes-page.marcalo-si-tema-usa-fuentes-o,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,87,"Márcalo si el tema usa fuentes o íconos que no puedes redistribuir, como SF Pro o SF Symbols. El tema se instala igual en tu iPod, pero Aura Studio no te va a dejar compartirlo.","Márcalo si el tema usa fuentes o íconos que no puedes redistribuir, como SF Pro o SF Symbols. El tema se instala igual en tu iPod, pero Aura Studio no te va a dejar compartirlo.",no,
themes-page.nombre,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,82,Nombre,Nombre,no,
themes-page.temas,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,16,Temas,Temas,no,
themes-page.usa-material-licencia-restringida-solo-p,XAML,studio/windows/AuraStudio.App/Views/ThemesPage.xaml,85,Usa material de licencia restringida (solo para mi uso personal),Usa material de licencia restringida (solo para mi uso personal),no,
themes-page.xaml.cancelar,ContentDialog,studio/windows/AuraStudio.App/Views/ThemesPage.xaml.cs,59,Cancelar,Cancelar,no,
themes-page.xaml.quitar,ContentDialog,studio/windows/AuraStudio.App/Views/ThemesPage.xaml.cs,58,Quitar,Quitar,no,
themes-page.xaml.quitar-row-name-ipod,ContentDialog,studio/windows/AuraStudio.App/Views/ThemesPage.xaml.cs,54,"¿Quitar ""{row.Name}"" del iPod?","¿Quitar ""{0}"" del iPod?",sí,
themes-view-model.row-name-se-va-aplicar-proxima,StatusMessage,studio/windows/AuraStudio.App/ViewModels/ThemesViewModel.cs,177,"""{row.Name}"" se va a aplicar la próxima vez que enciendas el iPod.","""{0}"" se va a aplicar la próxima vez que enciendas el iPod.",sí,
themes-view-model.se-guardo-copia-path,StatusMessage,studio/windows/AuraStudio.App/ViewModels/ThemesViewModel.cs,212,Se guardó la copia en {path},Se guardó la copia en {0},sí,
themes-view-model.se-instalo-installed-name-activalo-para,StatusMessage,studio/windows/AuraStudio.App/ViewModels/ThemesViewModel.cs,240,"Se instaló ""{installed.Name}"". Actívalo para verlo en el iPod.","Se instaló ""{0}"". Actívalo para verlo en el iPod.",sí,
themes-view-model.se-quito-row-name-ipod,StatusMessage,studio/windows/AuraStudio.App/ViewModels/ThemesViewModel.cs,194,"Se quitó ""{row.Name}"" del iPod.","Se quitó ""{0}"" del iPod.",sí,
library-status-summary.cultura-fija,CulturaFija,studio/windows/AuraStudio.Core/Library/LibraryStatusSummary.cs,69,es-MX,es-MX,no,"cultura fija (es-MX) -- tiene que volverse la cultura activa (CultureInfo.CurrentCulture o el selector de idioma), no un valor fijo"
media-table-row.cultura-fija,CulturaFija,studio/windows/AuraStudio.Core/Library/MediaTableRow.cs,47,es-MX,es-MX,no,"cultura fija (es-MX) -- tiene que volverse la cultura activa (CultureInfo.CurrentCulture o el selector de idioma), no un valor fijo"
media-table-row.cultura-fija-2,CulturaFija,studio/windows/AuraStudio.Core/Library/MediaTableRow.cs,53,es-MX,es-MX,no,"cultura fija (es-MX) -- tiene que volverse la cultura activa (CultureInfo.CurrentCulture o el selector de idioma), no un valor fijo"
media-table-row.formato-fecha-fijo,CulturaFija,studio/windows/AuraStudio.Core/Library/MediaTableRow.cs,115,d 'de' MMMM 'de' yyyy,d 'de' MMMM 'de' yyyy,no,"formato con gramática fija -- las palabras entre comillas simples son literales del patrón, no las traduce .NET solo; necesita reescribirse (formato estándar ""D""/""d"" o uno por cultura), no solo confirmarse"
